PMID,Title,Abstract,Processed_Abstract,Cluster,Entities,Dominant_Topic
39025063,A pair of E3 ubiquitin ligases control immunity and flowering by targeting different ELF3 proteins in rice.,"The ubiquitin-proteasome system (UPS) plays crucial roles in cellular processes including plant growth, development, and stress responses. In this study, we report that a pair of E3 ubiquitin ligases, AvrPiz-t-interaction protein 6 (APIP6) and IPA1-interaction protein 1 (IPI1), intricately target early flowering3 (ELF3) paralogous proteins to control rice immunity and flowering. APIP6 forms homo-oligomers or hetero-oligomers with IPI1. Both proteins interact with OsELF3-2, promoting its degradation to positively control resistance against the rice blast fungus (Magnaporthe oryzae). Intriguingly, overexpression of IPI1 in Nipponbare caused significantly late-flowering phenotypes similar to the oself3-1 mutant. Except for late flowering, oself3-1 enhances resistance against M. oryzae. IPI1 also interacts with and promotes the degradation of OsELF3-1, a paralog of OsELF3-2. Notably, IPI1 and APIP6 synergistically modulate OsELF3s degradation, finely tuning blast disease resistance by targeting OsELF3-2, while IPI1 controls both disease resistance and flowering by targeting OsELF3-1. This study unravels multiple functions for a pair of E3 ligases in rice.",ubiquitinproteasome system ups play crucial role cellular process including plant growth development stress response study report pair e ubiquitin ligases avrpiztinteraction protein apip ipainteraction protein ipi intricately target early flowering elf paralogous protein control rice immunity flowering apip form homooligomers heterooligomers ipi protein interact oself promoting degradation positively control resistance rice blast fungus magnaporthe oryzae intriguingly overexpression ipi nipponbare caused significantly lateflowering phenotype similar oself mutant except late flowering oself enhances resistance oryzae ipi also interacts promotes degradation oself paralog oself notably ipi apip synergistically modulate oselfs degradation finely tuning blast disease resistance targeting oself ipi control disease resistance flowering targeting oself study unravels multiple function pair e ligases rice,4,"{'Disease': ['resistance rice blast fungus magnaporthe oryzae', 'blast disease resistance', 'oself ipi control disease resistance flowering'], 'Treatment': [], 'Symptom': []}",0
24505015,Comparative proteomic analysis of methyl jasmonate-induced defense responses in different rice cultivars.,"Jasmonate is an important endogenous chemical signal that plays a role in modulation of plant defense responses. To understand its mechanisms in regulation of rice resistance against the fungal pathogen Magnaporthe oryzae, comparative phenotype and proteomic analyses were undertaken using two near-isogenic cultivars with different levels of disease resistance. Methyl-jasmonate (MeJA) treatment significantly enhanced the resistance against M. oryzae in both cultivars but the treated resistant cultivar maintained a higher level of resistance than the same treated susceptible cultivars. Proteomic analysis revealed 26 and 16 MeJA-modulated proteins in resistant and susceptible cultivars, respectively, and both cultivars shared a common set of 13 proteins. Cumulatively, a total of 29 unique MeJA-influenced proteins were identified with many of them known to be associated with plant defense response and ROS accumulation. Consistent with the findings of proteomic analysis, MeJA treatment increased ROS accumulation in both cultivars with the resistant cultivar showing higher levels of ROS production and cell membrane damage than the susceptible cultivar. Taken together, our data add a new insight into the mechanisms of overall MeJA-induced rice defense response and provide a molecular basis of using MeJA to enhance fungal disease resistance in resistant and susceptible rice cultivars.",jasmonate important endogenous chemical signal play role modulation plant defense response understand mechanism regulation rice resistance fungal pathogen magnaporthe oryzae comparative phenotype proteomic analysis undertaken using two nearisogenic cultivar different level disease resistance methyljasmonate meja treatment significantly enhanced resistance oryzae cultivar treated resistant cultivar maintained higher level resistance treated susceptible cultivar proteomic analysis revealed mejamodulated protein resistant susceptible cultivar respectively cultivar shared common set protein cumulatively total unique mejainfluenced protein identified many known associated plant defense response ro accumulation consistent finding proteomic analysis meja treatment increased ro accumulation cultivar resistant cultivar showing higher level ro production cell membrane damage susceptible cultivar taken together data add new insight mechanism overall mejainduced rice defense response provide molecular basis using meja enhance fungal disease resistance resistant susceptible rice cultivar,2,"{'Disease': ['two nearisogenic cultivar different level disease resistance methyljasmonate meja treatment', 'meja enhance fungal disease resistance resistant susceptible rice cultivar'], 'Treatment': ['two nearisogenic cultivar different level disease resistance methyljasmonate meja treatment', 'meja treatment'], 'Symptom': []}",0
8720923,Cloning and characterization of a probenazole-inducible gene for an intracellular pathogenesis-related protein in rice.,"Probenazole (3-allyloxy-1,2-benzisothiazole-1,1-dioxide) induces disease resistance in rice against rice blast fungus. To investigate the molecular mechanism of probenazole-induced resistance, we isolated and characterized a cDNA clone of a probenazole-inducible gene in rice, which encoded a protein designated PBZ1. Sequence analysis revealed that significant homology at the amino acid level exists between the predicted PBZ1 protein and intracellular pathogenesis-related (IPR) proteins. Accumulation of PBZ1 mRNA was not induced by wounding, but markedly induced by inoculation with rice blast fungus. In addition, it was induced sooner by inoculation with an incompatible race than that with a compatible race. On the other hand, when the accumulation of the PBZ1 mRNA was examined after treatment with probenazole-related compounds, it was not fully correlated with anti-rice blast activity. However, it was induced after treatment with N-cyano-methyl-2-chloro-isonicotinamide (NCI), which belongs to another group of compounds known to induce disease resistance. Thus, although the accumulation of the PBZ1 mRNA was not fully correlated with anti-rice blast activity, our findings suggest that the PBZ1 gene has an important function during the disease resistance response in rice.",probenazole allyloxybenzisothiazoledioxide induces disease resistance rice rice blast fungus investigate molecular mechanism probenazoleinduced resistance isolated characterized cdna clone probenazoleinducible gene rice encoded protein designated pbz sequence analysis revealed significant homology amino acid level exists predicted pbz protein intracellular pathogenesisrelated ipr protein accumulation pbz mrna induced wounding markedly induced inoculation rice blast fungus addition induced sooner inoculation incompatible race compatible race hand accumulation pbz mrna examined treatment probenazolerelated compound fully correlated antirice blast activity however induced treatment ncyanomethylchloroisonicotinamide nci belongs another group compound known induce disease resistance thus although accumulation pbz mrna fully correlated antirice blast activity finding suggest pbz gene important function disease resistance response rice,1,"{'Disease': ['disease resistance rice rice blast fungus', 'inoculation rice blast fungus addition', 'another group compound known induce disease resistance', 'pbz gene important function disease resistance response rice'], 'Treatment': ['sooner inoculation incompatible race compatible race hand accumulation pbz mrna examined treatment probenazolerelated compound fully correlated antirice blast activity', 'treatment'], 'Symptom': []}",3
19390838,Dissection of the factors affecting development-controlled and race-specific disease resistance conferred by leucine-rich repeat receptor kinase-type R genes in rice.,"Development-controlled resistance and resistance specificity frequently restrict the application of a disease resistance (R) gene in crop breeding programs. Xa3/Xa26 and Xa21, encoding leucine-rich repeat (LRR)-kinase type plasma membrane proteins, mediate race-specific resistance to Xanthomonas oryzae pv. oryzae (Xoo), which causes bacterial blight, one of the most devastating rice diseases. Plants carrying Xa3/Xa26 and plants carrying Xa21 have different resistance spectra and the functions of the two R genes are regulated by developmental stage. Four chimeric genes encoding proteins consisting of different parts of XA3/XA26 and XA21 were constructed by domain swapping and transformed into a susceptible rice variety. The resistance spectra and development-regulated resistance of the transgenic plants carrying Xa3/Xa26, Xa21, or chimeric gene to different Xoo strains were analyzed in the same genetic background. The results suggest that the gradually increased expression of Xa3/Xa26 and Xa21 plays an important role in the progressively enhanced Xoo resistance during rice development. In addition, the LRR domains of XA3/XA26 and XA21 are important determinants of race-specific recognition during rice-Xoo interaction, but juxtamembrane regions of the two R proteins also appear to contribute to resistance specificity.",developmentcontrolled resistance resistance specificity frequently restrict application disease resistance r gene crop breeding program xaxa xa encoding leucinerich repeat lrrkinase type plasma membrane protein mediate racespecific resistance xanthomonas oryzae pv oryzae xoo cause bacterial blight one devastating rice disease plant carrying xaxa plant carrying xa different resistance spectrum function two r gene regulated developmental stage four chimeric gene encoding protein consisting different part xaxa xa constructed domain swapping transformed susceptible rice variety resistance spectrum developmentregulated resistance transgenic plant carrying xaxa xa chimeric gene different xoo strain analyzed genetic background result suggest gradually increased expression xaxa xa play important role progressively enhanced xoo resistance rice development addition lrr domain xaxa xa important determinant racespecific recognition ricexoo interaction juxtamembrane region two r protein also appear contribute resistance specificity,4,"{'Disease': ['application disease resistance r gene crop breeding program xaxa xa encoding leucinerich repeat lrrkinase type plasma membrane protein mediate racespecific resistance xanthomonas'], 'Treatment': [], 'Symptom': []}",1
38769168,Genome-wide association analysis uncovers rice blast resistance alleles of Ptr and Pia.,"A critical step to maximize the usefulness of genome-wide association studies (GWAS) in plant breeding is the identification and validation of candidate genes underlying genetic associations. This is of particular importance in disease resistance breeding where allelic variants of resistance genes often confer resistance to distinct populations, or races, of a pathogen. Here, we perform a genome-wide association analysis of rice blast resistance in 500 genetically diverse rice accessions. To facilitate candidate gene identification, we produce de-novo genome assemblies of ten rice accessions with various rice blast resistance associations. These genome assemblies facilitate the identification and functional validation of novel alleles of the rice blast resistance genes Ptr and Pia. We uncover an allelic series for the unusual Ptr rice blast resistance gene, and additional alleles of the Pia resistance genes RGA4 and RGA5. By linking these associations to three thousand rice genomes we provide a useful tool to inform future rice blast breeding efforts. Our work shows that GWAS in combination with whole-genome sequencing is a powerful tool for gene cloning and to facilitate selection of specific resistance alleles for plant breeding.",critical step maximize usefulness genomewide association study gwas plant breeding identification validation candidate gene underlying genetic association particular importance disease resistance breeding allelic variant resistance gene often confer resistance distinct population race pathogen perform genomewide association analysis rice blast resistance genetically diverse rice accession facilitate candidate gene identification produce denovo genome assembly ten rice accession various rice blast resistance association genome assembly facilitate identification functional validation novel allele rice blast resistance gene ptr pia uncover allelic series unusual ptr rice blast resistance gene additional allele pia resistance gene rga rga linking association three thousand rice genome provide useful tool inform future rice blast breeding effort work show gwas combination wholegenome sequencing powerful tool gene cloning facilitate selection specific resistance allele plant breeding,1,"{'Disease': ['particular importance disease resistance'], 'Treatment': [], 'Symptom': []}",3
26112675,A comprehensive quantitative phosphoproteome analysis of rice in response to bacterial blight.,"Rice is a major crop worldwide. Bacterial blight (BB) caused by Xanthomonas oryzae pv. oryzae (Xoo) has become one of the most devastating diseases for rice. It has been clear that phosphorylation plays essential roles in plant disease resistance. However, the role of phosphorylation is poorly understood in rice-Xoo system. Here, we report the first study on large scale enrichment of phosphopeptides and identification of phosphosites in rice before and 24 h after Xoo infection. We have successfully identified 2367 and 2223 phosphosites on 1334 and 1297 representative proteins in 0 h and 24 h after Xoo infection, respectively. A total of 762 differentially phosphorylated proteins, including transcription factors, kinases, epi-genetic controlling factors and many well-known disease resistant proteins, are identified after Xoo infection suggesting that they may be functionally relevant to Xoo resistance. In particular, we found that phosphorylation/dephosphorylation might be a key switch turning on/off many epi-genetic controlling factors, including HDT701, in response to Xoo infection, suggesting that phosphorylation switch overriding the epi-genetic regulation may be a very universal model in the plant disease resistance pathway. The phosphosites identified in this study would be a big complementation to our current knowledge in the phosphorylation status and sites of rice proteins. This research represents a substantial advance in understanding the rice phosphoproteome as well as the mechanism of rice bacterial blight resistance.",rice major crop worldwide bacterial blight bb caused xanthomonas oryzae pv oryzae xoo become one devastating disease rice clear phosphorylation play essential role plant disease resistance however role phosphorylation poorly understood ricexoo system report first study large scale enrichment phosphopeptides identification phosphosites rice h xoo infection successfully identified phosphosites representative protein h h xoo infection respectively total differentially phosphorylated protein including transcription factor kinase epigenetic controlling factor many wellknown disease resistant protein identified xoo infection suggesting may functionally relevant xoo resistance particular found phosphorylationdephosphorylation might key switch turning onoff many epigenetic controlling factor including hdt response xoo infection suggesting phosphorylation switch overriding epigenetic regulation may universal model plant disease resistance pathway phosphosites identified study would big complementation current knowledge phosphorylation status site rice protein research represents substantial advance understanding rice phosphoproteome well mechanism rice bacterial blight resistance,2,"{'Disease': ['one devastating disease rice clear phosphorylation', 'essential role plant disease resistance', 'many wellknown disease resistant protein', 'may universal model plant disease resistance pathway phosphosites'], 'Treatment': [], 'Symptom': []}",3
34962412,An Allelic Variant of the Broad-Spectrum Blast Resistance Gene <i>Ptr</i> in Weedy Rice Is Associated with Resistance to the Most Virulent Blast Race IB-33.,"Rice resistance (<i>R</i>) genes have been effectively deployed to prevent blast disease caused by the fungal pathogen <i>Magnaporthe oryzae</i>, one of the most serious threats for stable rice production worldwide. Weedy rice competing with cultivated rice may carry novel or lost <i>R</i> genes. The quantitative trait locus <i>qBR12</i>.<i>3b</i> was previously mapped between two single nucleotide polymorphism markers at the 10,633,942-bp and 10,820,033-bp genomic positions in a black-hull-awned (BHA) weed strain using a weed-crop-mapping population under greenhouse conditions. In this study, we found a portion of the known resistance gene <i>Ptr</i> encoding a protein with four armadillo repeats and confers a broad spectrum of blast resistance. We then analyzed the sequences of the <i>Ptr</i> gene from weedy rice, <i>Ptr<sup>BHA</sup></i>, and identified a unique amino acid glutamine at protein position 874. Minor changes of protein conformation of the <i>Ptr<sup>BHA</sup></i> gene were predicted through structural analysis of <i>Ptr<sup>BHA</sup></i>, suggesting that the product of <i>Ptr<sup>BHA</sup></i> is involved in disease resistance. A gene-specific codominant marker HJ17-13 from <i>Ptr<sup>BHA</sup></i> was then developed to distinguish alleles in weeds and crops. The <i>Ptr<sup>BHA</sup></i> gene existed in 207 individuals of the same mapping population, where <i>qBR12</i>.<i>3b</i> was mapped using this gene-specific marker. Disease reactions of 207 individuals and their parents to IB-33 were evaluated. The resistant individuals had <i>Ptr<sup>BHA</sup></i> whereas the susceptible individuals did not, suggesting that HJ17-13 is reliable to predict <i>qBR12</i>.<i>3b</i>. Taken together, this newly developed marker, and weedy rice genotypes carrying <i>qBR12</i>.<i>3b</i>, are useful for blast improvement using marker assisted selection.",rice resistance iri gene effectively deployed prevent blast disease caused fungal pathogen imagnaporthe oryzaei one serious threat stable rice production worldwide weedy rice competing cultivated rice may carry novel lost iri gene quantitative trait locus iqbriibi previously mapped two single nucleotide polymorphism marker bp bp genomic position blackhullawned bha weed strain using weedcropmapping population greenhouse condition study found portion known resistance gene iptri encoding protein four armadillo repeat confers broad spectrum blast resistance analyzed sequence iptri gene weedy rice iptrsupbhasupi identified unique amino acid glutamine protein position minor change protein conformation iptrsupbhasupi gene predicted structural analysis iptrsupbhasupi suggesting product iptrsupbhasupi involved disease resistance genespecific codominant marker hj iptrsupbhasupi developed distinguish allele weed crop iptrsupbhasupi gene existed individual mapping population iqbriibi mapped using genespecific marker disease reaction individual parent ib evaluated resistant individual iptrsupbhasupi whereas susceptible individual suggesting hj reliable predict iqbriibi taken together newly developed marker weedy rice genotype carrying iqbriibi useful blast improvement using marker assisted selection,0,"{'Disease': ['prevent blast disease', 'product iptrsupbhasupi involved disease resistance genespecific codominant marker hj iptrsupbhasupi', 'genespecific marker disease reaction individual parent ib'], 'Treatment': [], 'Symptom': []}",1
38891973,Mechanism Analysis of OsZF8-Mediated Regulation of Rice Resistance to Sheath Blight.,"Transcription factors are key molecules involved in transcriptional and post-transcriptional regulation in plants and play an important regulatory role in resisting biological stress. In this study, we identified a regulatory factor, <i>OsZF8</i>, mediating rice response to <i>Rhizoctonia solani</i> (<i>R. solani</i>) AG1-IA infection. The expression of <i>OsZF8</i> affects <i>R. solani</i> rice infection. <i>OsZF8</i> knockout and overexpressed rice plants were constructed, and the phenotypes of mutant and wild-type (WT) plants showed that <i>OsZF8</i> negatively regulated rice resistance to rice sheath blight. However, it was speculated that OsZF8 plays a regulatory role at the protein level. The interacting protein PRB1 of OsZF8 was screened using the yeast two-hybrid and bimolecular fluorescence complementation test. The results showed that OsZF8 effectively inhibited PRB1-induced cell death in tobacco cells, and molecular docking results showed that PRB1 had a strong binding effect with OsZF8. Further, the binding ability of OsZF8-PRB1 to ergosterol was significantly reduced when compared with the PRB1 protein. These findings provide new insights into elucidating the mechanism of rice resistance to rice sheath blight.",transcription factor key molecule involved transcriptional posttranscriptional regulation plant play important regulatory role resisting biological stress study identified regulatory factor ioszfi mediating rice response irhizoctonia solanii ir solanii agia infection expression ioszfi affect ir solanii rice infection ioszfi knockout overexpressed rice plant constructed phenotype mutant wildtype wt plant showed ioszfi negatively regulated rice resistance rice sheath blight however speculated oszf play regulatory role protein level interacting protein prb oszf screened using yeast twohybrid bimolecular fluorescence complementation test result showed oszf effectively inhibited prbinduced cell death tobacco cell molecular docking result showed prb strong binding effect oszf binding ability oszfprb ergosterol significantly reduced compared prb protein finding provide new insight elucidating mechanism rice resistance rice sheath blight,2,"{'Disease': [], 'Treatment': [], 'Symptom': ['strong binding effect oszf binding ability oszfprb ergosterol']}",0
28165003,"Alterations in rice chloroplast integrity, photosynthesis and metabolome associated with pathogenesis of Rhizoctonia solani.","Sheath blight disease is caused by a necrotrophic fungal pathogen Rhizoctonia solani and it continues to be a challenge for sustainable rice cultivation. In this study, we adopted a multi-pronged approach to understand the intricacies of rice undergoing susceptible interactions with R. solani. Extensive anatomical alteration, chloroplast localized ROS, deformed chloroplast ultrastructure along with decreased photosynthetic efficiency were observed in infected tissue. GC-MS based metabolite profiling revealed accumulation of glycolysis and TCA cycle intermediates, suggesting enhanced respiration. Several aromatic and aliphatic amino acids along with phenylpropanoid intermediates were also accumulated, suggesting induction of secondary metabolism during pathogenesis. Furthermore, alterations in carbon metabolism along with perturbation of hormonal signalling were highlighted in this study. The gene expression analysis including RNAseq profiling reinforced observed metabolic alterations in the infected tissues. In conclusion, the present study unravels key events associated during susceptible rice-R. solani interactions and identifies metabolites and transcripts that are accumulated in infected tissues.",sheath blight disease caused necrotrophic fungal pathogen rhizoctonia solani continues challenge sustainable rice cultivation study adopted multipronged approach understand intricacy rice undergoing susceptible interaction r solani extensive anatomical alteration chloroplast localized ro deformed chloroplast ultrastructure along decreased photosynthetic efficiency observed infected tissue gcms based metabolite profiling revealed accumulation glycolysis tca cycle intermediate suggesting enhanced respiration several aromatic aliphatic amino acid along phenylpropanoid intermediate also accumulated suggesting induction secondary metabolism pathogenesis furthermore alteration carbon metabolism along perturbation hormonal signalling highlighted study gene expression analysis including rnaseq profiling reinforced observed metabolic alteration infected tissue conclusion present study unravels key event associated susceptible ricer solani interaction identifies metabolite transcript accumulated infected tissue,2,"{'Disease': ['sheath blight disease'], 'Treatment': [], 'Symptom': []}",4
28755027,Genetic Structure of the Rice Blast Pathogen (Magnaporthe oryzae) over a Decade in North Central California Rice Fields.,"Rice blast, caused by the ascomycete Magnaporthe oryzae, is one of the most destructive rice diseases worldwide. Even though the disease has been present in California since 1996, there is no data for the pathogen population biology in the state. Using amplified fragment length polymorphisms and mating-type markers, the M. oryzae population diversity was investigated using isolates collected when the disease was first established in California and isolates collected a decade later. While in the 1990 samples, a single multilocus genotype (MLG) was identified (MLG1), over a decade later, we found 14 additional MLGs in the 2000 isolates. Some of these MLGs were found to infect the only rice blast-resistant cultivar (M-208) available for commercial production in California. The same samples also had a significant decrease of MLG1. MLG1 was found infecting the resistant rice cultivar M-208 on one occasion whereas MLG7 was the most common genotype infecting the M-208. MLG7 was identified in the 2000 samples, and it was not present in the M. oryzae population a decade earlier. Our results demonstrate a significant increase in genotypic diversity over time with no evidence of sexual reproduction and suggest a recent introduction of new virulent race(s) of the pathogen. In addition, our data could provide information regarding the durability of the Pi-z resistance gene of the M-208. This information will be critical to plant breeders in developing strategies for deployment of other rice blast resistance genes/cultivars in the future.",rice blast caused ascomycete magnaporthe oryzae one destructive rice disease worldwide even though disease present california since data pathogen population biology state using amplified fragment length polymorphism matingtype marker oryzae population diversity investigated using isolates collected disease first established california isolates collected decade later sample single multilocus genotype mlg identified mlg decade later found additional mlgs isolates mlgs found infect rice blastresistant cultivar available commercial production california sample also significant decrease mlg mlg found infecting resistant rice cultivar one occasion whereas mlg common genotype infecting mlg identified sample present oryzae population decade earlier result demonstrate significant increase genotypic diversity time evidence sexual reproduction suggest recent introduction new virulent race pathogen addition data could provide information regarding durability piz resistance gene information critical plant breeder developing strategy deployment rice blast resistance genescultivars future,1,"{'Disease': ['disease', 'isolates collected disease'], 'Treatment': [], 'Symptom': []}",4
25047395,Proteomics of rice and Cochliobolus miyabeanus fungal interaction: insight into proteins at intracellular and extracellular spaces.,"Necrotrophic fungal pathogen Cochliobolus miyabeanus causes brown spot disease in rice leaves upon infection, resulting in critical rice yield loss. To better understand the rice-C. miyabeanus interaction, we employed proteomic approaches to establish differential proteomes of total and secreted proteins from the inoculated leaves. The 2DE approach after PEG-fractionation of total proteins coupled with MS (MALDI-TOF/TOF and nESI-LC-MS/MS) analyses led to identification of 49 unique proteins out of 63 differential spots. SDS-PAGE in combination with nESI-LC-MS/MS shotgun approach was applied to identify secreted proteins in the leaf apoplast upon infection and resulted in cataloging of 501 unique proteins, of which 470 and 31 proteins were secreted from rice and C. miyabeanus, respectively. Proteins mapped onto metabolic pathways implied their reprogramming upon infection. The enzymes involved in Calvin cycle and glycolysis decreased in their protein abundance, whereas enzymes in the TCA cycle, amino acids, and ethylene biosynthesis increased. Differential proteomes also generated distribution of identified proteins in the intracellular and extracellular spaces, providing a better insight into defense responses of proteins in rice against C. miyabeanus. Established proteome of the rice-C. miyabeanus interaction serves not only as a good resource for the scientific community but also highlights its significance from biological aspects.",necrotrophic fungal pathogen cochliobolus miyabeanus cause brown spot disease rice leaf upon infection resulting critical rice yield loss better understand ricec miyabeanus interaction employed proteomic approach establish differential proteome total secreted protein inoculated leaf de approach pegfractionation total protein coupled m malditoftof nesilcmsms analysis led identification unique protein differential spot sdspage combination nesilcmsms shotgun approach applied identify secreted protein leaf apoplast upon infection resulted cataloging unique protein protein secreted rice c miyabeanus respectively protein mapped onto metabolic pathway implied reprogramming upon infection enzyme involved calvin cycle glycolysis decreased protein abundance whereas enzyme tca cycle amino acid ethylene biosynthesis increased differential proteome also generated distribution identified protein intracellular extracellular space providing better insight defense response protein rice c miyabeanus established proteome ricec miyabeanus interaction serf good resource scientific community also highlight significance biological aspect,2,"{'Disease': ['brown spot disease rice leaf'], 'Treatment': [], 'Symptom': []}",3
28220688,The DnaJ protein OsDjA6 negatively regulates rice innate immunity to the blast fungus Magnaporthe oryzae.,"Rice blast, caused by Magnaporthe oryzae (synonym: Pyricularia oryzae), severely reduces rice production and grain quality. The molecular mechanism of rice resistance to M. oryzae is not fully understood. In this study, we identified a chaperone DnaJ protein, OsDjA6, which is involved in basal resistance to M. oryzae in rice. The OsDjA6 protein is distributed in the entire rice cell. The expression of OsDjA6 is significantly induced in rice after infection with a compatible isolate. Silencing of OsDjA6 in transgenic rice enhances resistance to M. oryzae and also results in an increased burst of reactive oxygen species after flg22 and chitin treatments. In addition, the expression levels of WRKY45, NPR1 and PR5 are increased in OsDjA6 RNAi plants, indicating that OsDjA6 may mediate resistance by affecting the salicylic acid pathway. Finally, we found that OsDjA6 interacts directly with the E3 ligase OsZFP1 in vitro and in vivo. These results suggest that the DnaJ protein OsDjA6 negatively regulates rice innate immunity, probably via the ubiquitination proteasome degradation pathway.",rice blast caused magnaporthe oryzae synonym pyricularia oryzae severely reduces rice production grain quality molecular mechanism rice resistance oryzae fully understood study identified chaperone dnaj protein osdja involved basal resistance oryzae rice osdja protein distributed entire rice cell expression osdja significantly induced rice infection compatible isolate silencing osdja transgenic rice enhances resistance oryzae also result increased burst reactive oxygen specie flg chitin treatment addition expression level wrky npr pr increased osdja rnai plant indicating osdja may mediate resistance affecting salicylic acid pathway finally found osdja interacts directly e ligase oszfp vitro vivo result suggest dnaj protein osdja negatively regulates rice innate immunity probably via ubiquitination proteasome degradation pathway,2,"{'Disease': [], 'Treatment': ['flg chitin treatment addition expression level wrky npr'], 'Symptom': []}",1
38747865,Selection of rice breeding lines for resistance to biotic and abiotic stresses.,"Rice (Oryza sativa L.) grown in many countries around the world with different climatic conditions and a huge number of environmental stresses, both biotic (fungi, bacteria, viruses, insects) and abiotic (cold, drought, salinity) limit rice productivity. In this regard, breeders and scientists are trying to create rice lines that are resistant to multiple stresses. The aim of this work was to screen and select cold and blast resistant rice breeding lines (RBLs) using molecular markers. Molecular screening of RBLs and parental varieties to cold tolerance was carried out using markers RM24545, RM1377, RM231 and RM569 associated with QTLs (qPSST-3, qPSST-7, qPSST-9). It was discovered that the presence of three QTLs characterizes the cold resistance of studied genotypes, and the absence of one of them leads to cold sensitivity. As a result, 21 cold-resistant out of the 28 studied RBLs were identified. These cold resistant 21 RBLs were further tested to blast resistance using markers Pi-ta, Pita3, Z56592, 195R-1, NMSMPi9-1, TRS26, Pikh MAS, MSM6, 9871.T7E2b, RM224 and RM1233. It was revealed that 16 RBLs from 21 studied lines contain 5-6 blast resistance genes. In accordance with the blast resistance strategy, the presence of 5 or more genes ensures the formation of stable resistance to Magnaporthe oryzae. Thus, 16 lines resistant to multiple stresses, such as cold and blast disease were developed. It should be noted that 6 of these selected lines are high-yielding, which is very important in rice breeding program. These RBLs can be used in breeding process as starting lines, germplasm exchange as a source of resistant genes for the development of new rice varieties resistant to multiple stress factors.",rice oryza sativa l grown many country around world different climatic condition huge number environmental stress biotic fungi bacteria virus insect abiotic cold drought salinity limit rice productivity regard breeder scientist trying create rice line resistant multiple stress aim work screen select cold blast resistant rice breeding line rbls using molecular marker molecular screening rbls parental variety cold tolerance carried using marker rm rm rm rm associated qtls qpsst qpsst qpsst discovered presence three qtls characterizes cold resistance studied genotype absence one lead cold sensitivity result coldresistant studied rbls identified cold resistant rbls tested blast resistance using marker pita pita z r nmsmpi trs pikh ma msm teb rm rm revealed rbls studied line contain blast resistance gene accordance blast resistance strategy presence gene ensures formation stable resistance magnaporthe oryzae thus line resistant multiple stress cold blast disease developed noted selected line highyielding important rice breeding program rbls used breeding process starting line germplasm exchange source resistant gene development new rice variety resistant multiple stress factor,1,"{'Disease': ['world different climatic condition huge number environmental stress biotic fungi bacteria virus', 'resistant multiple stress cold blast disease'], 'Treatment': [], 'Symptom': []}",3
26674380,Dynamic and Coordinated Expression Changes of Rice Small RNAs in Response to Xanthomonas oryzae pv. oryzae.,"Endogenous small RNAs are newly identified players in plant immune responses, yet their roles in rice (Oryza sativa) responding to pathogens are still less understood, especially for pathogens that can cause severe yield losses. We examined the small RNA expression profiles of rice leaves at 2, 6, 12, and 24 hours post infection of Xanthomonas oryzae pv. oryzae (Xoo) virulent strain PXO99, the causal agent of rice bacterial blight disease. Dynamic expression changes of some miRNAs and trans-acting siRNAs were identified, together with a few novel miRNA targets, including an RLK gene targeted by osa-miR159a.1. Coordinated expression changes were observed among some small RNAs in response to Xoo infection, with small RNAs exhibiting the same expression pattern tended to regulate genes in the same or related signaling pathways, including auxin and GA signaling pathways, nutrition and defense-related pathways. These findings reveal the dynamic and complex roles of small RNAs in rice-Xoo interactions, and identify new targets for regulating plant responses to Xoo.",endogenous small rna newly identified player plant immune response yet role rice oryza sativa responding pathogen still less understood especially pathogen cause severe yield loss examined small rna expression profile rice leaf hour post infection xanthomonas oryzae pv oryzae xoo virulent strain pxo causal agent rice bacterial blight disease dynamic expression change mirnas transacting sirnas identified together novel mirna target including rlk gene targeted osamira coordinated expression change observed among small rna response xoo infection small rna exhibiting expression pattern tended regulate gene related signaling pathway including auxin ga signaling pathway nutrition defenserelated pathway finding reveal dynamic complex role small rna ricexoo interaction identify new target regulating plant response xoo,3,"{'Disease': ['oryzae xoo virulent strain pxo causal agent rice bacterial blight disease dynamic expression change mirnas'], 'Treatment': [], 'Symptom': []}",3
